0.7_p,0.7_l1,0.7_l2,Latency,0.675_p,0.675_l1,0.675_l2,Latency,0.65_p,0.65_l1,0.65_l2,Latency,0.6_p,0.6_l1,0.6_l2,Latency,0.575_p,0.575_l1,0.575_l2,Latency,0.55_p,0.55_l1,0.55_l2,Latency,0.5375_p,0.5375_l1,0.5375_l2,Latency,0.525_p,0.525_l1,0.525_l2,Latency,0.5125_p,0.5125_l1,0.5125_l2,Latency,0.5_p,0.5_l1,0.5_l2,Latency,0.4875_p,0.4875_l1,0.4875_l2,Latency,0.475_p,0.475_l1,0.475_l2,Latency,0.4625_p,0.4625_l1,0.4625_l2,Latency,0.45_p,0.45_l1,0.45_l2,Latency,0.4375_p,0.4375_l1,0.4375_l2,Latency,0.425_p,0.425_l1,0.425_l2,Latency,0.4125_p,0.4125_l1,0.4125_l2,Latency,0.4_p,0.4_l1,0.4_l2,Latency
-2.541321E-07,5.920499E-07,3.377288E-07,3.377288E-07,-1.234968E-07,2.962935E-07,1.727257E-07,1.727257E-07,-6.420050E-08,1.521612E-07,8.785266E-08,8.785266E-08,-1.534130E-08,4.761220E-08,3.218596E-08,3.218596E-08,-1.109760E-08,3.106320E-08,1.987105E-08,1.987105E-08,-6.968700E-09,1.898700E-08,1.196621E-08,1.196621E-08,-2.185912E-09,1.146100E-08,9.273402E-09,9.273402E-09,-1.768403E-09,9.804500E-09,8.035453E-09,8.035453E-09,-1.544655E-09,8.765800E-09,7.220373E-09,7.220373E-09,-1.281693E-09,7.456600E-09,6.172714E-09,6.172714E-09,-8.042100E-10,6.214700E-09,5.408378E-09,5.408378E-09,-8.295840E-10,5.595300E-09,4.765617E-09,4.765617E-09,-9.679850E-10,5.212800E-09,4.243374E-09,4.243374E-09,-9.033980E-10,4.715000E-09,3.808876E-09,3.808876E-09,-9.772110E-10,4.410900E-09,3.431465E-09,3.431465E-09,-1.025652E-09,4.023600E-09,2.995910E-09,2.995910E-09,-8.711040E-10,3.660300E-09,2.788704E-09,2.788704E-09,-6.381290E-10,3.289000E-09,2.648100E-09,2.648100E-09
-3.183800E-09,3.413558E-07,3.381448E-07,3.381448E-07,-1.063880E-08,1.840291E-07,1.733081E-07,1.733081E-07,-5.821700E-09,9.602900E-08,9.018251E-08,9.018251E-08,-1.922200E-09,3.374690E-08,3.168671E-08,3.168671E-08,-3.413200E-09,2.491330E-08,2.145202E-08,2.145202E-08,-3.069100E-09,1.518520E-08,1.204942E-08,1.204942E-08,-8.194813E-09,1.745000E-08,9.256487E-09,9.256487E-09,-5.006981E-09,1.315110E-08,8.143284E-09,8.143284E-09,-3.279278E-09,1.064320E-08,7.363091E-09,7.363091E-09,-2.213592E-09,8.791400E-09,6.576554E-09,6.576554E-09,-1.429321E-09,6.958900E-09,5.527839E-09,5.527839E-09,-1.210186E-09,6.017800E-09,4.806847E-09,4.806847E-09,-9.264640E-10,5.307200E-09,4.379749E-09,4.379749E-09,-1.025652E-09,4.839800E-09,3.813104E-09,3.813104E-09,-1.030265E-09,4.354900E-09,3.323633E-09,3.323633E-09,-1.053332E-09,4.094000E-09,3.039254E-09,3.039254E-09,-8.019040E-10,3.661900E-09,2.858477E-09,2.858477E-09,-5.781560E-10,3.124100E-09,2.543440E-09,2.543440E-09
-2.815437E-07,6.222405E-07,3.406411E-07,3.406411E-07,-1.474676E-07,3.243596E-07,1.767197E-07,1.767197E-07,-7.532570E-08,1.628957E-07,8.751983E-08,8.751983E-08,-2.187880E-08,5.432120E-08,3.243559E-08,3.243559E-08,-1.190050E-08,3.285230E-08,2.095277E-08,2.095277E-08,-1.121230E-08,2.267700E-08,1.146696E-08,1.146696E-08,-3.036610E-10,9.257200E-09,8.952022E-09,8.952022E-09,1.738220E-10,7.794300E-09,7.966737E-09,7.794300E-09,5.475040E-10,6.752400E-09,7.299660E-09,6.752400E-09,6.213180E-10,5.595300E-09,6.215001E-09,5.595300E-09,2.245690E-10,5.011100E-09,5.233945E-09,5.011100E-09,-7.299300E-11,4.683000E-09,4.608098E-09,4.608098E-09,-1.168200E-10,4.295700E-09,4.177829E-09,4.177829E-09,-2.390740E-10,3.905200E-09,3.665100E-09,3.665100E-09,-1.906340E-10,3.481000E-09,3.289804E-09,3.289804E-09,-1.698730E-10,3.077700E-09,2.906050E-09,2.906050E-09,-6.838000E-11,2.757600E-09,2.687215E-09,2.687215E-09,1.023150E-10,2.275900E-09,2.375349E-09,2.275900E-09
-1.625880E-08,3.555566E-07,3.392265E-07,3.392265E-07,-3.069100E-09,1.801155E-07,1.769693E-07,1.769693E-07,-3.757300E-09,8.753090E-08,8.369222E-08,8.369222E-08,-2.018000E-10,3.184600E-08,3.168671E-08,3.168671E-08,-2.018000E-10,2.088790E-08,2.078635E-08,2.078635E-08,-7.752000E-10,1.306070E-08,1.238226E-08,1.238226E-08,1.674040E-08,1.276060E-08,2.949923E-08,1.276060E-08,1.507959E-08,9.780500E-09,2.486036E-08,9.780500E-09,1.184101E-08,8.556200E-09,2.039698E-08,8.556200E-09,8.224135E-09,6.965300E-09,1.519146E-08,6.965300E-09,6.208096E-09,5.971400E-09,1.217851E-08,5.971400E-09,3.696122E-09,5.275200E-09,8.971051E-09,5.275200E-09,3.137906E-09,4.982300E-09,8.118969E-09,4.982300E-09,2.655809E-09,4.556600E-09,7.209801E-09,4.556600E-09,2.079139E-09,4.263700E-09,6.342919E-09,4.263700E-09,1.451723E-09,3.793100E-09,5.244516E-09,3.793100E-09,1.184148E-09,3.490600E-09,4.673643E-09,3.490600E-09,1.154161E-09,3.004100E-09,4.156686E-09,3.004100E-09
6.999990E-07,4.268960E-07,1.126881E-06,4.268960E-07,3.303434E-07,2.287560E-07,5.592307E-07,2.287560E-07,1.714936E-07,1.148143E-07,2.863889E-07,1.148143E-07,4.384030E-08,3.833140E-08,8.219446E-08,3.833140E-08,2.594820E-08,2.726150E-08,5.323779E-08,2.726150E-08,1.665810E-08,1.675060E-08,3.343409E-08,1.675060E-08,6.240390E-09,2.203860E-08,2.827820E-08,2.203860E-08,6.298057E-09,1.624170E-08,2.253881E-08,1.624170E-08,5.463039E-09,1.232050E-08,1.778259E-08,1.232050E-08,4.341992E-09,1.016140E-08,1.450218E-08,1.016140E-08,2.148340E-09,8.244100E-09,1.039189E-08,8.244100E-09,2.049153E-09,6.749200E-09,8.798732E-09,6.749200E-09,2.083753E-09,5.668900E-09,7.751073E-09,5.668900E-09,1.430962E-09,5.259200E-09,6.688615E-09,5.259200E-09,9.350260E-10,4.803000E-09,5.735045E-09,4.803000E-09,5.590370E-10,4.522900E-09,5.080655E-09,4.522900E-09,3.768100E-10,4.134000E-09,4.510839E-09,4.134000E-09,3.837300E-10,3.701900E-09,4.082684E-09,3.701900E-09
1.597949E-07,9.839690E-07,1.143773E-06,9.839690E-07,1.049717E-07,4.805682E-07,5.856079E-07,4.805682E-07,3.867910E-08,2.485476E-07,2.872210E-07,2.485476E-07,1.046470E-08,7.142920E-08,8.194484E-08,7.142920E-08,9.547100E-09,3.944950E-08,4.907735E-08,3.944950E-08,4.385900E-09,2.759690E-08,3.201954E-08,2.759690E-08,1.979675E-08,9.169100E-09,2.896642E-08,9.169100E-09,1.691109E-08,8.204100E-09,2.511408E-08,8.204100E-09,1.391933E-08,6.390700E-09,2.030923E-08,6.390700E-09,1.010639E-08,5.700900E-09,1.580779E-08,5.700900E-09,7.229956E-09,5.339200E-09,1.256755E-08,5.339200E-09,4.794102E-09,4.884700E-09,9.677242E-09,4.884700E-09,3.576175E-09,4.591800E-09,8.165485E-09,4.591800E-09,3.283226E-09,4.222100E-09,7.502638E-09,4.222100E-09,2.778063E-09,3.767500E-09,6.543782E-09,3.767500E-09,2.037619E-09,3.543500E-09,5.579640E-09,3.543500E-09,1.779271E-09,2.962500E-09,4.738131E-09,2.962500E-09,1.560136E-09,2.741600E-09,4.300461E-09,2.741600E-09
8.368277E-07,3.148552E-07,1.151678E-06,3.148552E-07,3.942274E-07,1.666974E-07,5.609780E-07,1.666974E-07,2.006257E-07,8.462370E-08,2.853072E-07,8.462370E-08,5.152480E-08,3.117510E-08,8.277692E-08,3.117510E-08,3.328860E-08,2.021700E-08,5.348742E-08,2.021700E-08,2.158990E-08,1.138340E-08,3.301805E-08,1.138340E-08,1.520646E-08,1.404580E-08,2.925291E-08,1.404580E-08,1.431377E-08,1.031670E-08,2.462884E-08,1.031670E-08,9.066073E-09,8.076000E-09,1.714405E-08,8.076000E-09,7.460624E-09,7.459800E-09,1.492188E-08,7.459800E-09,5.315411E-09,6.213100E-09,1.152730E-08,6.213100E-09,3.555415E-09,5.766500E-09,9.322032E-09,5.766500E-09,2.840344E-09,5.201600E-09,8.040739E-09,5.201600E-09,2.305194E-09,4.751800E-09,7.055454E-09,4.751800E-09,1.654710E-09,4.342100E-09,5.997224E-09,4.342100E-09,1.170308E-09,4.014000E-09,5.183200E-09,4.014000E-09,9.950000E-10,3.650700E-09,4.645099E-09,3.650700E-09,8.935060E-10,3.241000E-09,4.133428E-09,3.241000E-09
5.190134E-07,6.033434E-07,1.122222E-06,6.033434E-07,2.658860E-07,3.024435E-07,5.683836E-07,3.024435E-07,1.331862E-07,1.498131E-07,2.829774E-07,1.498131E-07,3.764690E-08,4.504040E-08,8.277692E-08,4.504040E-08,2.285150E-08,3.016870E-08,5.298817E-08,3.016870E-08,1.516710E-08,1.988150E-08,3.501506E-08,1.988150E-08,1.757080E-08,1.120490E-08,2.877613E-08,1.120490E-08,1.555246E-08,9.598100E-09,2.515002E-08,9.598100E-09,1.103367E-08,8.346500E-09,1.937998E-08,8.346500E-09,8.618577E-09,7.482200E-09,1.610274E-08,7.482200E-09,5.352318E-09,6.270700E-09,1.162350E-08,6.270700E-09,3.421627E-09,5.572900E-09,8.994309E-09,5.572900E-09,2.849571E-09,5.113500E-09,7.962508E-09,5.113500E-09,2.498955E-09,4.899100E-09,7.397978E-09,4.899100E-09,1.707764E-09,4.465300E-09,6.170600E-09,4.465300E-09,1.073427E-09,4.116400E-09,5.188486E-09,4.116400E-09,7.504920E-10,3.796300E-09,4.544668E-09,3.796300E-09,7.458780E-10,3.393000E-09,4.137657E-09,3.393000E-09
7.959970E-07,3.557803E-07,1.151761E-06,3.557803E-07,3.827581E-07,1.825755E-07,5.653049E-07,1.825755E-07,1.844539E-07,9.938350E-08,2.838927E-07,9.938350E-08,4.923090E-08,3.497680E-08,8.427468E-08,3.497680E-08,2.915960E-08,2.446600E-08,5.373704E-08,2.446600E-08,1.849320E-08,1.473790E-08,3.318446E-08,1.473790E-08,1.222392E-08,1.668500E-08,2.890933E-08,1.668500E-08,1.213626E-08,1.173310E-08,2.386979E-08,1.173310E-08,9.236767E-09,9.572500E-09,1.881016E-08,9.572500E-09,6.800913E-09,8.357700E-09,1.515551E-08,8.357700E-09,4.360446E-09,6.867700E-09,1.122706E-08,6.867700E-09,3.317827E-09,5.755300E-09,9.071482E-09,5.755300E-09,2.718090E-09,5.217600E-09,7.932907E-09,5.217600E-09,2.233687E-09,4.881500E-09,7.112541E-09,4.881500E-09,2.028392E-09,4.849400E-09,6.874677E-09,4.849400E-09,1.041134E-09,4.090800E-09,5.131399E-09,4.090800E-09,7.689450E-10,3.780300E-09,4.546782E-09,3.780300E-09,7.043580E-10,3.313000E-09,4.016082E-09,3.313000E-09
5.262391E-07,6.489648E-07,1.175059E-06,6.489648E-07,2.590044E-07,3.186570E-07,5.776198E-07,3.186570E-07,1.243548E-07,1.646847E-07,2.889684E-07,1.646847E-07,3.294450E-08,4.917760E-08,8.219446E-08,4.917760E-08,2.009890E-08,3.151050E-08,5.157362E-08,3.151050E-08,1.321730E-08,2.088790E-08,3.409976E-08,2.088790E-08,1.928236E-08,9.990200E-09,2.927088E-08,9.990200E-09,1.657893E-08,8.476100E-09,2.505594E-08,8.476100E-09,1.313275E-08,6.782800E-09,1.991490E-08,6.782800E-09,1.041548E-08,6.141000E-09,1.655732E-08,6.141000E-09,6.669432E-09,5.308800E-09,1.197659E-08,5.308800E-09,4.489620E-09,5.006300E-09,9.494351E-09,5.006300E-09,3.580788E-09,4.591800E-09,8.169714E-09,4.591800E-09,3.158666E-09,4.265300E-09,7.422293E-09,4.265300E-09,2.851877E-09,3.926000E-09,6.776360E-09,3.926000E-09,2.194473E-09,3.447400E-09,5.640956E-09,3.447400E-09,1.802338E-09,3.063300E-09,4.864991E-09,3.063300E-09,1.687004E-09,2.685600E-09,4.372349E-09,2.685600E-09
7.998966E-07,3.516430E-07,1.151511E-06,3.516430E-07,3.905573E-07,1.835818E-07,5.742083E-07,1.835818E-07,1.938588E-07,9.714720E-08,2.910486E-07,9.714720E-08,5.175410E-08,3.285230E-08,8.460752E-08,3.285230E-08,3.053590E-08,2.256510E-08,5.315458E-08,2.256510E-08,2.055760E-08,1.406700E-08,3.468222E-08,1.406700E-08,-3.736001E-09,1.332400E-08,9.585268E-09,9.585268E-09,-1.978310E-09,1.060800E-08,8.627470E-09,8.627470E-09,-1.274773E-09,8.797800E-09,7.520610E-09,7.520610E-09,-1.301900E-11,6.499500E-09,6.483523E-09,6.483523E-09,-1.145130E-10,6.085000E-09,5.968680E-09,5.968680E-09,-1.860200E-10,5.252800E-09,5.065854E-09,5.065854E-09,-2.713670E-10,4.772600E-09,4.498152E-09,4.498152E-09,-3.982350E-10,4.438100E-09,4.039339E-09,4.039339E-09,-5.804620E-10,4.222100E-09,3.641842E-09,3.641842E-09,-5.158750E-10,3.738700E-09,3.221088E-09,3.221088E-09,-3.682480E-10,3.316200E-09,2.947280E-09,2.947280E-09,-3.521010E-10,2.901700E-09,2.547669E-09,2.547669E-09
-1.161564E-07,4.460167E-07,3.297407E-07,3.297407E-07,-6.901760E-08,2.326696E-07,1.636559E-07,1.636559E-07,-3.805050E-08,1.255487E-07,8.743662E-08,8.743662E-08,-9.033100E-09,4.168590E-08,3.260200E-08,3.260200E-08,-6.854000E-09,2.927420E-08,2.245053E-08,2.245053E-08,-5.018900E-09,1.853970E-08,1.346397E-08,1.346397E-08,-1.565000E-08,2.543160E-08,9.780845E-09,9.780845E-09,-1.187166E-08,2.033250E-08,8.459379E-09,8.459379E-09,-8.139452E-09,1.579510E-08,7.654871E-09,7.654871E-09,-4.573325E-09,1.143380E-08,6.858819E-09,6.858819E-09,-3.399225E-09,9.425200E-09,6.025767E-09,6.025767E-09,-2.762582E-09,8.013600E-09,5.250860E-09,5.250860E-09,-2.075191E-09,6.741200E-09,4.664129E-09,4.664129E-09,-1.496214E-09,5.793700E-09,4.296232E-09,4.296232E-09,-1.429321E-09,5.225600E-09,3.794075E-09,3.794075E-09,-1.454694E-09,4.731000E-09,3.276061E-09,3.276061E-09,-1.334747E-09,4.230100E-09,2.894421E-09,2.894421E-09,-1.203266E-09,3.857200E-09,2.652329E-09,2.652329E-09
-6.732203E-07,1.001524E-06,3.282430E-07,3.282430E-07,-3.298295E-07,5.021489E-07,1.723096E-07,1.723096E-07,-1.623777E-07,2.538030E-07,9.134743E-08,9.134743E-08,-4.252350E-08,7.523100E-08,3.260200E-08,3.260200E-08,-2.256690E-08,4.504040E-08,2.236732E-08,2.236732E-08,-1.648820E-08,3.005690E-08,1.354718E-08,1.354718E-08,4.690770E-10,9.165900E-09,9.633898E-09,9.165900E-09,8.243060E-10,7.493400E-09,8.316661E-09,7.493400E-09,1.101107E-09,6.093000E-09,7.192886E-09,6.093000E-09,8.381460E-10,5.550500E-09,6.387320E-09,5.550500E-09,4.114100E-10,4.987100E-09,5.396749E-09,4.987100E-09,1.553680E-10,4.622200E-09,4.777246E-09,4.622200E-09,1.004800E-11,4.306900E-09,4.316319E-09,4.306900E-09,-1.214330E-10,3.940400E-09,3.818390E-09,3.818390E-09,-1.421930E-10,3.601100E-09,3.456837E-09,3.456837E-09,-6.099000E-12,2.978500E-09,2.971595E-09,2.971595E-09,3.542100E-11,2.648800E-09,2.681930E-09,2.648800E-09,9.308800E-11,2.418300E-09,2.510668E-09,2.418300E-09
-2.381000E-09,3.273787E-07,3.249146E-07,3.249146E-07,1.518600E-09,1.688220E-07,1.704790E-07,1.688220E-07,4.271200E-09,8.842540E-08,9.267877E-08,8.842540E-08,1.518600E-09,3.128690E-08,3.285163E-08,3.128690E-08,3.468400E-09,1.976970E-08,2.328261E-08,1.976970E-08,2.665500E-09,1.149520E-08,1.421285E-08,1.149520E-08,-5.348370E-09,1.502370E-08,9.675128E-09,9.675128E-09,-2.926356E-09,1.153300E-08,8.605269E-09,8.605269E-09,-1.708429E-09,9.319600E-09,7.608355E-09,7.608355E-09,-1.210186E-09,7.842300E-09,6.631527E-09,6.631527E-09,-9.818250E-10,6.590800E-09,5.608184E-09,5.608184E-09,-6.981030E-10,5.720100E-09,5.020396E-09,5.020396E-09,-6.150630E-10,5.092700E-09,4.475952E-09,4.475952E-09,-6.981030E-10,4.737400E-09,4.038282E-09,4.038282E-09,-6.127560E-10,4.306900E-09,3.693644E-09,3.693644E-09,-5.689290E-10,3.873200E-09,3.304604E-09,3.304604E-09,-6.104490E-10,3.589900E-09,2.980052E-09,2.980052E-09,-4.466750E-10,3.060100E-09,2.613213E-09,2.613213E-09
-2.967979E-07,6.207869E-07,3.239161E-07,3.239161E-07,-1.411595E-07,3.098234E-07,1.685652E-07,1.685652E-07,-7.050860E-08,1.601002E-07,8.960005E-08,8.960005E-08,-1.683230E-08,4.928940E-08,3.243559E-08,3.243559E-08,-8.803800E-09,3.072780E-08,2.186806E-08,2.186806E-08,-7.656800E-09,2.066420E-08,1.296472E-08,1.296472E-08,-2.508847E-09,1.251570E-08,1.000602E-08,1.000602E-08,-1.503134E-09,9.967800E-09,8.462551E-09,8.462551E-09,-1.053332E-09,8.553000E-09,7.497352E-09,7.497352E-09,-8.711040E-10,7.448600E-09,6.574440E-09,6.574440E-09,-4.236080E-10,6.377900E-09,5.952822E-09,5.952822E-09,-5.989160E-10,5.555300E-09,4.955908E-09,4.955908E-09,-6.265960E-10,5.113500E-09,4.486524E-09,4.486524E-09,-6.635030E-10,4.703800E-09,4.039339E-09,4.039339E-09,-6.934900E-10,4.350100E-09,3.654529E-09,3.654529E-09,-7.004100E-10,3.975600E-09,3.271832E-09,3.271832E-09,-6.888760E-10,3.727500E-09,3.037140E-09,3.037140E-09,-5.735420E-10,3.268200E-09,2.692501E-09,2.692501E-09
-3.116890E-08,3.646138E-07,3.333187E-07,3.333187E-07,-1.706170E-08,1.888372E-07,1.717272E-07,1.717272E-07,-1.557060E-08,1.058689E-07,9.026572E-08,9.026572E-08,-2.725000E-09,3.598320E-08,3.318446E-08,3.318446E-08,-2.610300E-09,2.446600E-08,2.186806E-08,2.186806E-08,-2.495600E-09,1.619160E-08,1.363039E-08,1.363039E-08,-7.908784E-09,1.740200E-08,9.493294E-09,9.493294E-09,-5.073875E-09,1.368090E-08,8.605269E-09,8.605269E-09,-3.265438E-09,1.099210E-08,7.724644E-09,7.724644E-09,-1.980617E-09,8.793000E-09,6.810189E-09,6.810189E-09,-1.350894E-09,7.149300E-09,5.796361E-09,5.796361E-09,-1.134066E-09,6.219500E-09,5.084883E-09,5.084883E-09,-9.080110E-10,5.395200E-09,4.486524E-09,4.486524E-09,-7.096370E-10,4.887900E-09,4.175715E-09,4.175715E-09,-9.749050E-10,4.603000E-09,3.625985E-09,3.625985E-09,-7.903700E-10,4.135600E-09,3.343720E-09,3.343720E-09,-7.350100E-10,3.689100E-09,2.952566E-09,2.952566E-09,-5.712360E-10,3.245800E-09,2.673472E-09,2.673472E-09
-3.246683E-07,6.601465E-07,3.353989E-07,3.353989E-07,-1.605426E-07,3.322987E-07,1.716440E-07,1.716440E-07,-7.784890E-08,1.659147E-07,8.801908E-08,8.801908E-08,-2.233750E-08,5.488030E-08,3.243559E-08,3.243559E-08,-1.144170E-08,3.452960E-08,2.294978E-08,2.294978E-08,-1.052420E-08,2.368330E-08,1.304793E-08,1.304793E-08,-3.377900E-11,9.673300E-09,9.638127E-09,9.638127E-09,4.695400E-11,8.199200E-09,8.244773E-09,8.199200E-09,7.481850E-10,6.429100E-09,7.175971E-09,6.429100E-09,7.873990E-10,5.664100E-09,6.451808E-09,5.664100E-09,4.437030E-10,5.172700E-09,5.614527E-09,5.172700E-09,1.346080E-10,4.684600E-09,4.817419E-09,4.684600E-09,4.464800E-11,4.334100E-09,4.377635E-09,4.334100E-09,-7.991300E-11,4.002800E-09,3.923050E-09,3.923050E-09,-5.453900E-11,3.554700E-09,3.498067E-09,3.498067E-09,-3.147300E-11,3.130500E-09,3.098456E-09,3.098456E-09,9.308800E-11,2.680800E-09,2.772846E-09,2.680800E-09,-1.301900E-11,2.504700E-09,2.490581E-09,2.490581E-09
-4.389980E-08,3.736710E-07,3.297407E-07,3.297407E-07,-1.981430E-08,1.904027E-07,1.704790E-07,1.704790E-07,-9.377200E-09,9.848900E-08,8.910080E-08,8.910080E-08,2.760000E-11,3.173410E-08,3.176991E-08,3.173410E-08,-8.710000E-11,2.256510E-08,2.245053E-08,2.245053E-08,2.570000E-10,1.261340E-08,1.288151E-08,1.261340E-08,2.914158E-09,1.285020E-08,1.576233E-08,1.285020E-08,5.913310E-10,9.750100E-09,1.034220E-08,9.750100E-09,6.420780E-10,8.132000E-09,8.773359E-09,8.132000E-09,1.209521E-09,6.821200E-09,8.029110E-09,6.821200E-09,1.290255E-09,5.731300E-09,7.020567E-09,5.731300E-09,9.119590E-10,5.092700E-09,6.002509E-09,5.092700E-09,4.137170E-10,4.798200E-09,5.211744E-09,4.798200E-09,1.876620E-10,4.514900E-09,4.701130E-09,4.514900E-09,1.927400E-11,4.103600E-09,4.119685E-09,4.103600E-09,-9.375300E-11,3.703500E-09,3.608013E-09,3.608013E-09,2.619400E-11,3.229800E-09,3.254917E-09,3.229800E-09,1.004800E-11,2.858500E-09,2.866935E-09,2.858500E-09
2.634774E-07,4.512721E-07,7.148312E-07,4.512721E-07,1.242401E-07,2.352414E-07,3.595295E-07,2.352414E-07,5.829160E-08,1.252133E-07,1.835428E-07,1.252133E-07,1.574050E-08,3.922590E-08,5.498518E-08,3.922590E-08,5.074100E-09,2.882690E-08,3.385014E-08,2.882690E-08,5.074100E-09,1.708610E-08,2.228411E-08,1.708610E-08,-9.507314E-09,2.420080E-08,1.469459E-08,1.469459E-08,-8.388574E-09,1.974030E-08,1.135180E-08,1.135180E-08,-5.140769E-09,1.426030E-08,9.117998E-09,9.117998E-09,-3.041690E-09,1.111690E-08,8.074568E-09,8.074568E-09,-1.736109E-09,9.133900E-09,7.396920E-09,7.396920E-09,-9.864380E-10,7.341400E-09,6.352434E-09,6.352434E-09,-5.343290E-10,5.926600E-09,5.391464E-09,5.391464E-09,-4.605150E-10,5.289600E-09,4.829048E-09,4.829048E-09,-4.812750E-10,4.747000E-09,4.265574E-09,4.265574E-09,-5.919960E-10,4.527800E-09,3.934679E-09,3.934679E-09,-6.588900E-10,4.058800E-09,3.398693E-09,3.398693E-09,-6.473560E-10,3.655500E-09,3.007539E-09,3.007539E-09
-2.899163E-07,1.011364E-06,7.215711E-07,7.215711E-07,-1.268229E-07,4.805682E-07,3.537049E-07,3.537049E-07,-7.532570E-08,2.527967E-07,1.773854E-07,1.773854E-07,-2.531960E-08,7.646100E-08,5.099115E-08,5.099115E-08,-1.167110E-08,4.492860E-08,3.318446E-08,3.318446E-08,-9.721300E-09,3.005690E-08,2.028710E-08,2.028710E-08,8.542456E-09,9.450800E-09,1.799508E-08,9.450800E-09,4.978636E-09,7.984800E-09,1.296294E-08,7.984800E-09,3.195573E-09,6.547600E-09,9.741730E-09,6.547600E-09,2.607369E-09,5.707300E-09,8.314546E-09,5.707300E-09,2.404381E-09,5.203200E-09,7.605183E-09,5.203200E-09,1.645484E-09,4.763000E-09,6.406349E-09,4.763000E-09,1.029600E-09,4.606200E-09,5.634613E-09,4.606200E-09,6.420780E-10,4.074800E-09,4.714873E-09,4.074800E-09,5.498110E-10,3.533900E-09,4.082684E-09,3.533900E-09,4.644640E-10,3.369000E-09,3.832134E-09,3.369000E-09,5.844110E-10,2.847200E-09,3.431465E-09,2.847200E-09,3.975700E-10,2.653600E-09,3.050883E-09,2.653600E-09
3.968654E-07,3.235769E-07,7.204894E-07,3.235769E-07,1.830776E-07,1.698283E-07,3.529560E-07,1.698283E-07,9.763130E-08,8.607730E-08,1.837092E-07,8.607730E-08,2.755390E-08,3.162230E-08,5.922883E-08,3.162230E-08,1.505240E-08,2.010520E-08,3.509827E-08,2.010520E-08,1.126750E-08,1.160710E-08,2.294978E-08,1.160710E-08,1.011147E-09,1.373850E-08,1.474850E-08,1.373850E-08,6.420780E-10,1.017900E-08,1.082005E-08,1.017900E-08,2.476360E-10,8.514500E-09,8.762788E-09,8.514500E-09,8.865860E-10,6.946100E-09,7.830361E-09,6.946100E-09,9.834670E-10,5.885000E-09,6.866220E-09,5.885000E-09,6.328510E-10,5.337600E-09,5.969737E-09,5.337600E-09,1.876620E-10,4.924700E-09,5.111313E-09,4.924700E-09,-3.147300E-11,4.601400E-09,4.567926E-09,4.567926E-09,-1.006730E-10,4.262100E-09,4.159857E-09,4.159857E-09,-2.598340E-10,3.841100E-09,3.581584E-09,3.581584E-09,-7.991300E-11,3.337000E-09,3.254917E-09,3.254917E-09,-1.145130E-10,2.988100E-09,2.870106E-09,2.870106E-09
1.269928E-07,5.933917E-07,7.204062E-07,5.933917E-07,5.152480E-08,3.099352E-07,3.614433E-07,3.099352E-07,2.308090E-08,1.599884E-07,1.831268E-07,1.599884E-07,7.138600E-09,4.593490E-08,5.307137E-08,4.593490E-08,1.518600E-09,3.028050E-08,3.185312E-08,3.028050E-08,2.321500E-09,1.909880E-08,2.145202E-08,1.909880E-08,4.660314E-09,1.111530E-08,1.577396E-08,1.111530E-08,2.881864E-09,9.593300E-09,1.247346E-08,9.593300E-09,9.834670E-10,8.208900E-09,9.190943E-09,8.208900E-09,9.973070E-10,6.909300E-09,7.905421E-09,6.909300E-09,9.765460E-10,6.029000E-09,7.004709E-09,6.029000E-09,8.081590E-10,5.361600E-09,6.168486E-09,5.361600E-09,3.329830E-10,4.947100E-09,5.277289E-09,4.947100E-09,-1.993900E-11,4.662200E-09,4.641928E-09,4.641928E-09,-1.445000E-10,4.303700E-09,4.157743E-09,4.157743E-09,-1.975540E-10,3.943600E-09,3.744388E-09,3.744388E-09,-2.206200E-10,3.519400E-09,3.296147E-09,3.296147E-09,-1.975540E-10,3.125700E-09,2.928251E-09,2.928251E-09
3.701419E-07,3.545503E-07,7.246498E-07,3.545503E-07,1.698879E-07,1.869364E-07,3.568668E-07,1.869364E-07,8.444160E-08,9.904810E-08,1.834596E-07,9.904810E-08,2.124580E-08,3.464140E-08,5.590047E-08,3.464140E-08,9.432400E-09,2.435420E-08,3.376693E-08,2.435420E-08,6.794500E-09,1.507340E-08,2.186806E-08,1.507340E-08,-1.600015E-09,1.617760E-08,1.457618E-08,1.457618E-08,-7.027160E-10,1.155070E-08,1.084542E-08,1.084542E-08,-3.175010E-10,9.241200E-09,8.922421E-09,8.922421E-09,2.619400E-11,7.885600E-09,7.910706E-09,7.885600E-09,6.120910E-10,6.344300E-09,6.953965E-09,6.344300E-09,6.051710E-10,5.480000E-09,6.083912E-09,5.480000E-09,2.430220E-10,5.035100E-09,5.276232E-09,5.035100E-09,1.004800E-11,4.679800E-09,4.688444E-09,4.679800E-09,-2.044740E-10,4.401300E-09,4.193687E-09,4.193687E-09,-2.137000E-10,3.937200E-09,3.721130E-09,3.721130E-09,-3.175010E-10,3.521100E-09,3.202059E-09,3.202059E-09,-1.629530E-10,3.045700E-09,2.880678E-09,2.880678E-09
