0.25_p,0.25_l1,0.25_l2,Latency,0.275_p,0.275_l1,0.275_l2,Latency,0.3_p,0.3_l1,0.3_l2,Latency,0.325_p,0.325_l1,0.325_l2,Latency,0.3375_p,0.3375_l1,0.3375_l2,Latency,0.35_p,0.35_l1,0.35_l2,Latency,0.3625_p,0.3625_l1,0.3625_l2,Latency,0.375_p,0.375_l1,0.375_l2,Latency,0.3875_p,0.3875_l1,0.3875_l2,Latency,0.4_p,0.4_l1,0.4_l2,Latency,0.4125_p,0.4125_l1,0.4125_l2,Latency,0.425_p,0.425_l1,0.425_l2,Latency,0.4375_p,0.4375_l1,0.4375_l2,Latency,0.45_p,0.45_l1,0.45_l2,Latency,0.4625_p,0.4625_l1,0.4625_l2,Latency,0.475_p,0.475_l1,0.475_l2,Latency,0.4875_p,0.4875_l1,0.4875_l2,Latency,0.5_p,0.5_l1,0.5_l2,Latency
7.48600E-08,2.16598E-07,2.91402E-07,2.16598E-07,3.05700E-08,1.13894E-07,1.44439E-07,1.13894E-07,1.52700E-08,6.08274E-08,7.60500E-08,6.08274E-08,7.98000E-09,3.32585E-08,4.11677E-08,3.32585E-08,6.54000E-09,2.57515E-08,3.22130E-08,2.57515E-08,5.73000E-09,1.99270E-08,2.55408E-08,1.99270E-08,4.83000E-09,1.40379E-08,1.88687E-08,1.40379E-08,3.03000E-09,1.09316E-08,1.38646E-08,1.09316E-08,1.41000E-09,8.99008E-09,1.03237E-08,8.99008E-09,1.25413E-09,7.29449E-09,8.54900E-09,7.29449E-09,7.50300E-10,6.19898E-09,6.94884E-09,6.19898E-09,1.03622E-09,5.36863E-09,6.40509E-09,5.36863E-09,1.40780E-09,4.56998E-09,5.97808E-09,4.56998E-09,1.41536E-09,3.93084E-09,5.34678E-09,3.93084E-09,6.00410E-10,3.77555E-09,4.37602E-09,3.77555E-09,3.32120E-10,3.57060E-09,3.90397E-09,3.57060E-09,2.23796E-10,3.38150E-09,3.60576E-09,3.38150E-09,1.28069E-10,3.33079E-09,3.45983E-09,3.33079E-09
1.80070E-07,1.17130E-07,2.97225E-07,1.17130E-07,8.58400E-08,5.98567E-08,1.45639E-07,5.98567E-08,4.22700E-08,3.20289E-08,7.42064E-08,3.20289E-08,2.11200E-08,1.83092E-08,3.94118E-08,1.83092E-08,1.89600E-08,1.17081E-08,3.06620E-08,1.17081E-08,1.32900E-08,9.76667E-09,2.30534E-08,9.76667E-09,1.12200E-08,7.43690E-09,1.86053E-08,7.43690E-09,6.72000E-09,6.20730E-09,1.28404E-08,6.20730E-09,4.65000E-09,5.23656E-09,9.88472E-09,5.23656E-09,3.59317E-09,4.93127E-09,8.52489E-09,4.93127E-09,2.91048E-09,4.18650E-09,7.09731E-09,4.18650E-09,2.60692E-09,3.81041E-09,6.41778E-09,3.81041E-09,2.28573E-09,3.68470E-09,5.97110E-09,3.68470E-09,1.96957E-09,3.51039E-09,5.48065E-09,3.51039E-09,9.71986E-10,3.39418E-09,4.36650E-09,3.39418E-09,6.44495E-10,3.29488E-09,3.93950E-09,3.29488E-09,4.55559E-10,3.26530E-09,3.72060E-09,3.26530E-09,4.12733E-10,3.15754E-09,3.57086E-09,3.15754E-09
-5.75400E-08,3.54507E-07,2.96991E-07,2.96991E-07,-2.57700E-08,1.71297E-07,1.45464E-07,1.45464E-07,-1.23600E-08,8.81374E-08,7.57281E-08,7.57281E-08,-5.88000E-09,4.60722E-08,4.01434E-08,4.01434E-08,-2.64000E-09,3.46822E-08,3.20081E-08,3.20081E-08,-2.55000E-09,2.67869E-08,2.42240E-08,2.42240E-08,-1.92000E-09,2.07036E-08,1.87224E-08,1.87224E-08,-1.56000E-09,1.44909E-08,1.28404E-08,1.28404E-08,-5.70000E-10,1.04138E-08,9.76766E-09,9.76766E-09,-7.64972E-10,8.75869E-09,7.99319E-09,7.99319E-09,-4.19740E-11,6.83812E-09,6.79656E-09,6.79656E-09,2.81737E-10,6.04369E-09,6.32641E-09,6.04369E-09,3.92580E-10,5.24186E-09,5.63483E-09,5.24186E-09,5.68921E-10,4.50554E-09,5.07585E-09,4.50554E-09,2.75439E-10,3.89915E-09,4.17426E-09,3.89915E-09,-3.31570E-11,3.74597E-09,3.71299E-09,3.71299E-09,4.74560E-11,3.59913E-09,3.64700E-09,3.59913E-09,7.26470E-11,3.44172E-09,3.51566E-09,3.44172E-09
-6.43800E-08,3.62726E-07,2.98308E-07,2.98308E-07,-3.45900E-08,1.79516E-07,1.44849E-07,1.44849E-07,-1.74900E-08,9.43502E-08,7.68109E-08,7.68109E-08,-1.04700E-08,5.17025E-08,4.11677E-08,4.11677E-08,-8.49000E-09,4.03125E-08,3.17740E-08,3.17740E-08,-6.78000E-09,3.18995E-08,2.50433E-08,2.50433E-08,-5.97000E-09,2.50396E-08,1.89857E-08,1.89857E-08,-5.61000E-09,1.93446E-08,1.36597E-08,1.36597E-08,-3.27000E-09,1.33260E-08,9.97251E-09,9.97251E-09,-2.37597E-09,1.08631E-08,8.48682E-09,8.48682E-09,-2.11020E-09,9.37776E-09,7.26671E-09,7.26671E-09,-1.01563E-09,7.61142E-09,6.59670E-09,6.59670E-09,-7.49857E-10,6.54232E-09,5.79345E-09,5.79345E-09,-5.58401E-10,5.85353E-09,5.29538E-09,5.29538E-09,-7.09551E-10,5.09185E-09,4.38237E-09,4.38237E-09,-3.05226E-10,4.32489E-09,4.01944E-09,4.01944E-09,-3.68205E-10,3.94246E-09,3.57404E-09,3.57404E-09,-3.17822E-10,3.81464E-09,3.49726E-09,3.49726E-09
-1.46020E-07,4.43168E-07,2.97138E-07,2.97138E-07,-8.33700E-08,2.27923E-07,1.44527E-07,1.44527E-07,-4.04400E-08,1.16354E-07,7.57866E-08,7.57866E-08,-2.36100E-08,6.48398E-08,4.11677E-08,4.11677E-08,-1.51500E-08,4.75607E-08,3.23593E-08,3.23593E-08,-1.11900E-08,3.54588E-08,2.41947E-08,2.41947E-08,-9.30000E-09,2.85990E-08,1.93076E-08,1.93076E-08,-8.67000E-09,2.23862E-08,1.36890E-08,1.36890E-08,-5.70000E-09,1.61088E-08,1.03529E-08,1.03529E-08,-2.67071E-09,1.08895E-08,8.21844E-09,8.21844E-09,-1.82932E-09,9.04604E-09,7.21532E-09,7.21532E-09,-7.14589E-10,7.21949E-09,6.50470E-09,6.50470E-09,-2.12017E-10,5.93171E-09,5.72048E-09,5.72048E-09,-1.89345E-10,5.02952E-09,4.83983E-09,4.83983E-09,4.61960E-11,4.05761E-09,4.10383E-09,4.05761E-09,7.64260E-11,3.65617E-09,3.73329E-09,3.65617E-09,1.05396E-10,3.51672E-09,3.62162E-09,3.51672E-09,1.29328E-10,3.40791E-09,3.53787E-09,3.40791E-09
8.55700E-08,4.21893E-08,1.27671E-07,4.21893E-08,4.22700E-08,2.64633E-08,6.86170E-08,2.64633E-08,2.01300E-08,1.50734E-08,3.51393E-08,1.50734E-08,1.26600E-08,9.57252E-09,2.21755E-08,9.57252E-09,8.70000E-09,7.30747E-09,1.59423E-08,7.30747E-09,5.46000E-09,6.40145E-09,1.18454E-08,6.40145E-09,3.03000E-09,5.81901E-09,8.77270E-09,5.81901E-09,2.49000E-09,5.04242E-09,7.48509E-09,5.04242E-09,2.13000E-09,4.52469E-09,6.60718E-09,4.52469E-09,2.03633E-09,3.94669E-09,5.98253E-09,3.94669E-09,1.70002E-09,3.68258E-09,5.38294E-09,3.68258E-09,6.05449E-10,3.51039E-09,4.11652E-09,3.51039E-09,3.14486E-10,3.27375E-09,3.58863E-09,3.27375E-09,9.90980E-11,3.21881E-09,3.31834E-09,3.21881E-09,1.17992E-10,3.14909E-09,3.26695E-09,3.14909E-09,1.63337E-10,2.96316E-09,3.12736E-09,2.96316E-09,3.86390E-11,2.96633E-09,3.00491E-09,2.96633E-09,2.60430E-11,2.94097E-09,2.96747E-09,2.94097E-09
-1.85350E-07,3.18331E-07,1.32909E-07,1.32909E-07,-9.31800E-08,1.63596E-07,7.03729E-08,7.03729E-08,-4.60200E-08,8.31543E-08,3.70415E-08,3.70415E-08,-2.08200E-08,4.11538E-08,2.03319E-08,2.03319E-08,-1.79400E-08,3.42292E-08,1.62350E-08,1.62350E-08,-1.47900E-08,2.65928E-08,1.17576E-08,1.17576E-08,-1.15500E-08,2.05742E-08,8.97754E-09,8.97754E-09,-7.41000E-09,1.51381E-08,7.66068E-09,7.66068E-09,-3.90000E-09,1.09963E-08,7.01687E-09,7.01687E-09,-2.89996E-09,9.19922E-09,6.29913E-09,6.29913E-09,-1.64542E-09,7.11913E-09,5.47367E-09,5.47367E-09,-2.07619E-09,6.26976E-09,4.19266E-09,4.19266E-09,-1.78649E-09,5.52287E-09,3.73646E-09,3.73646E-09,-1.13655E-09,4.74640E-09,3.60893E-09,3.60893E-09,-6.01227E-10,3.95091E-09,3.35007E-09,3.35007E-09,-6.21380E-10,3.77872E-09,3.15782E-09,3.15782E-09,-4.58895E-10,3.55793E-09,3.09881E-09,3.09881E-09,-4.85346E-10,3.49454E-09,3.01062E-09,3.01062E-09
-8.08500E-08,2.14010E-07,1.33114E-07,1.33114E-07,-4.38600E-08,1.14800E-07,7.08703E-08,7.08703E-08,-2.55000E-08,6.28983E-08,3.73048E-08,3.73048E-08,-1.30800E-08,3.46822E-08,2.15610E-08,2.15610E-08,-1.14600E-08,2.76282E-08,1.61179E-08,1.61179E-08,-9.48000E-09,2.13508E-08,1.18454E-08,1.18454E-08,-7.77000E-09,1.70148E-08,9.21165E-09,9.21165E-09,-3.90000E-09,1.15787E-08,7.63141E-09,7.63141E-09,-2.73000E-09,9.44309E-09,6.63645E-09,6.63645E-09,-1.67817E-09,7.93997E-09,6.26043E-09,6.26043E-09,-1.41491E-09,6.71452E-09,5.29856E-09,5.29856E-09,-1.76382E-09,5.99087E-09,4.22692E-09,4.22692E-09,-1.30533E-09,5.04220E-09,3.73519E-09,3.73519E-09,-5.93669E-10,4.15375E-09,3.56135E-09,3.56135E-09,-5.35729E-10,3.75970E-09,3.22380E-09,3.22380E-09,-4.96682E-10,3.59067E-09,3.09310E-09,3.09310E-09,-4.86605E-10,3.50827E-09,3.02267E-09,3.02267E-09,-5.62180E-10,3.44911E-09,2.88753E-09,2.88753E-09
1.52700E-08,1.18230E-07,1.33436E-07,1.18230E-07,1.23900E-08,5.84329E-08,7.07240E-08,5.84329E-08,6.27000E-09,3.17053E-08,3.79486E-08,3.17053E-08,4.65000E-09,1.92152E-08,2.37557E-08,1.92152E-08,4.74000E-09,1.19023E-08,1.66154E-08,1.19023E-08,1.77000E-09,1.00255E-08,1.17283E-08,1.00255E-08,1.23000E-09,7.69576E-09,8.83123E-09,7.69576E-09,7.80000E-10,6.40145E-09,7.16319E-09,6.40145E-09,8.70000E-10,5.49543E-09,6.25602E-09,5.49543E-09,1.12565E-09,4.69781E-09,5.82391E-09,4.69781E-09,8.03202E-10,4.23721E-09,5.04032E-09,4.23721E-09,2.30094E-10,3.76393E-09,3.99406E-09,3.76393E-09,8.40900E-12,3.50088E-09,3.50932E-09,3.50088E-09,-7.09450E-11,3.52835E-09,3.45856E-09,3.45856E-09,-7.85020E-11,3.29382E-09,3.21682E-09,3.21682E-09,-1.41481E-10,3.23149E-09,3.09056E-09,3.09056E-09,-1.41481E-10,3.10683E-09,2.96620E-09,2.96620E-09,-2.69958E-10,3.11106E-09,2.84058E-09,2.84058E-09
-2.21170E-07,3.54766E-07,1.33583E-07,1.33583E-07,-1.02190E-07,1.72915E-07,7.07240E-08,7.07240E-08,-4.86300E-08,8.45134E-08,3.57831E-08,3.57831E-08,-2.27100E-08,4.54251E-08,2.27022E-08,2.27022E-08,-1.79400E-08,3.06699E-08,1.26648E-08,1.26648E-08,-1.56000E-08,2.77577E-08,1.21088E-08,1.21088E-08,-1.21800E-08,2.12861E-08,9.00681E-09,9.00681E-09,-8.22000E-09,1.60441E-08,7.71920E-09,7.71920E-09,-4.26000E-09,1.11257E-08,6.87056E-09,6.87056E-09,-3.23626E-09,9.64081E-09,6.40382E-09,6.40382E-09,-1.89859E-09,7.40330E-09,5.50413E-09,5.50413E-09,-2.24498E-09,6.57084E-09,4.32463E-09,4.32463E-09,-2.07871E-09,5.88628E-09,3.80626E-09,3.80626E-09,-1.55725E-09,5.07178E-09,3.51313E-09,3.51313E-09,-1.03830E-09,4.44215E-09,3.40336E-09,3.40336E-09,-6.67984E-10,3.87697E-09,3.20921E-09,3.20921E-09,-6.27678E-10,3.59279E-09,2.96494E-09,2.96494E-09,-5.60920E-10,3.50193E-09,2.94146E-09,2.94146E-09
-2.32870E-07,3.66803E-07,1.33904E-07,1.33904E-07,-1.11370E-07,1.81975E-07,7.06070E-08,7.06070E-08,-5.67300E-08,9.40266E-08,3.72463E-08,3.72463E-08,-2.83800E-08,5.09906E-08,2.25852E-08,2.25852E-08,-2.23500E-08,3.85652E-08,1.61472E-08,1.61472E-08,-1.94700E-08,3.13817E-08,1.18747E-08,1.18747E-08,-1.64100E-08,2.54926E-08,8.97754E-09,8.97754E-09,-1.14600E-08,1.92152E-08,7.66068E-09,7.66068E-09,-7.23000E-09,1.41673E-08,6.89982E-09,6.89982E-09,-4.73516E-09,1.11716E-08,6.43618E-09,6.43618E-09,-3.68467E-09,9.59432E-09,5.90893E-09,5.90893E-09,-2.92389E-09,7.81108E-09,4.88551E-09,4.88551E-09,-2.84454E-09,6.74093E-09,3.89572E-09,3.89572E-09,-2.36716E-09,6.02467E-09,3.65588E-09,3.65588E-09,-2.04596E-09,5.59260E-09,3.54549E-09,3.54549E-09,-1.70084E-09,4.99994E-09,3.29867E-09,3.29867E-09,-1.35823E-09,4.65977E-09,3.29994E-09,3.29994E-09,-1.00807E-09,4.15269E-09,3.14513E-09,3.14513E-09
-3.08750E-07,4.43362E-07,1.34548E-07,1.34548E-07,-1.56820E-07,2.27276E-07,7.03729E-08,7.03729E-08,-8.40900E-08,1.21919E-07,3.77438E-08,3.77438E-08,-4.24200E-08,6.47751E-08,2.22925E-08,2.22925E-08,-3.06300E-08,4.69782E-08,1.62642E-08,1.62642E-08,-2.23500E-08,3.42939E-08,1.19332E-08,1.19332E-08,-1.96500E-08,2.85990E-08,8.88975E-09,8.88975E-09,-1.43400E-08,2.19979E-08,7.60215E-09,7.60215E-09,-9.48000E-09,1.64971E-08,6.95835E-09,6.95835E-09,-4.79562E-09,1.12212E-08,6.42476E-09,6.42476E-09,-3.86353E-09,9.61334E-09,5.74904E-09,5.74904E-09,-2.72739E-09,7.36105E-09,4.63235E-09,4.63235E-09,-2.45155E-09,6.39865E-09,3.94584E-09,3.94584E-09,-1.96283E-09,5.56724E-09,3.60386E-09,3.60386E-09,-1.42625E-09,4.71471E-09,3.28725E-09,3.28725E-09,-6.75542E-10,3.88859E-09,3.21302E-09,3.21302E-09,-5.36988E-10,3.66674E-09,3.12990E-09,3.12990E-09,-4.96682E-10,3.48081E-09,2.98397E-09,2.98397E-09
3.68820E-07,4.37424E-08,4.12583E-07,4.37424E-08,1.73050E-07,2.67869E-08,1.99777E-07,2.67869E-08,8.39500E-08,1.56558E-08,9.94903E-08,1.56558E-08,4.21800E-08,9.57252E-09,5.16441E-08,9.57252E-09,3.18300E-08,7.24275E-09,3.90899E-08,7.24275E-09,2.43600E-08,6.20730E-09,3.05157E-08,6.20730E-09,1.77000E-08,5.56014E-09,2.32582E-08,5.56014E-09,1.28400E-08,4.78355E-09,1.75811E-08,4.78355E-09,7.71000E-09,4.26583E-09,1.19624E-08,4.26583E-09,5.74830E-09,3.86851E-09,9.61683E-09,3.86851E-09,4.65373E-09,3.55159E-09,8.20575E-09,3.55159E-09,3.09060E-09,3.55687E-09,6.64746E-09,3.55687E-09,2.55024E-09,3.41953E-09,5.96984E-09,3.41953E-09,1.91793E-09,3.28537E-09,5.20338E-09,3.28537E-09,7.04955E-10,3.20614E-09,3.91158E-09,3.20614E-09,6.24342E-10,3.11106E-09,3.73583E-09,3.11106E-09,3.08188E-10,3.05084E-09,3.35958E-09,3.05084E-09,3.96359E-10,2.91456E-09,3.31136E-09,2.91456E-09
9.81700E-08,3.16131E-07,4.14192E-07,3.16131E-07,4.29900E-08,1.60231E-07,2.03201E-07,1.60231E-07,2.13000E-08,8.18600E-08,1.03090E-07,8.18600E-08,1.08600E-08,4.22540E-08,5.31073E-08,4.22540E-08,8.52000E-09,3.22878E-08,4.07287E-08,3.22878E-08,6.18000E-09,2.54926E-08,3.16277E-08,2.54926E-08,5.37000E-09,1.85033E-08,2.38728E-08,1.85033E-08,5.73000E-09,1.28083E-08,1.84297E-08,1.28083E-08,2.67000E-09,1.04138E-08,1.30452E-08,1.04138E-08,1.34860E-09,8.09949E-09,9.44806E-09,8.09949E-09,1.01103E-09,6.81593E-09,7.82760E-09,6.81593E-09,7.78011E-10,5.80071E-09,6.57957E-09,5.80071E-09,9.73245E-10,4.81296E-09,5.78711E-09,4.81296E-09,2.59065E-10,4.08719E-09,4.34683E-09,4.08719E-09,3.37000E-12,3.78083E-09,3.78468E-09,3.78083E-09,-2.81190E-11,3.56638E-09,3.53914E-09,3.53914E-09,-1.07472E-10,3.45862E-09,3.35197E-09,3.35197E-09,-1.75490E-10,3.32551E-09,3.15020E-09,3.15020E-09
1.95460E-07,2.16857E-07,4.12349E-07,2.16857E-07,9.05200E-08,1.13247E-07,2.03728E-07,1.13247E-07,4.08300E-08,6.08921E-08,1.01627E-07,6.08921E-08,1.98600E-08,3.32585E-08,5.30780E-08,3.32585E-08,1.28400E-08,2.45219E-08,3.73048E-08,2.45219E-08,1.14000E-08,2.00565E-08,3.13643E-08,2.00565E-08,9.06000E-09,1.42968E-08,2.32582E-08,1.42968E-08,7.44000E-09,1.05433E-08,1.79030E-08,1.05433E-08,3.48000E-09,8.60178E-09,1.20502E-08,8.60178E-09,2.41420E-09,7.41387E-09,9.82811E-09,7.41387E-09,1.49345E-09,6.15989E-09,7.65375E-09,6.15989E-09,1.19619E-09,5.55985E-09,6.75659E-09,5.55985E-09,1.31459E-09,4.33545E-09,5.65069E-09,4.33545E-09,6.31900E-10,3.87802E-09,4.50926E-09,3.87802E-09,2.03643E-10,3.60969E-09,3.81260E-09,3.60969E-09,2.85620E-11,3.55581E-09,3.58482E-09,3.55581E-09,-7.72430E-11,3.42270E-09,3.34562E-09,3.34562E-09,-1.01175E-10,3.32340E-09,3.22127E-09,3.22127E-09
2.90960E-07,1.18554E-07,4.09481E-07,1.18554E-07,1.39930E-07,5.84329E-08,1.98314E-07,5.84329E-08,7.08100E-08,3.14464E-08,1.02153E-07,3.14464E-08,3.41700E-08,1.80503E-08,5.22001E-08,1.80503E-08,2.70600E-08,1.19023E-08,3.89143E-08,1.19023E-08,2.13900E-08,9.70195E-09,3.10424E-08,9.70195E-09,1.63500E-08,7.30747E-09,2.36094E-08,7.30747E-09,1.05000E-08,6.20730E-09,1.66446E-08,6.20730E-09,6.72000E-09,5.17185E-09,1.18161E-08,5.17185E-09,4.94469E-09,4.60907E-09,9.55465E-09,4.60907E-09,3.53397E-09,4.33123E-09,7.86503E-09,4.33123E-09,3.01502E-09,3.75019E-09,6.76484E-09,3.75019E-09,2.45703E-09,3.61392E-09,6.07072E-09,3.61392E-09,1.61941E-09,3.54736E-09,5.16722E-09,3.54736E-09,6.52053E-10,3.38784E-09,4.04038E-09,3.38784E-09,3.05669E-10,3.30967E-09,3.61528E-09,3.30967E-09,2.23796E-10,3.15543E-09,3.37925E-09,3.15543E-09,8.65030E-11,3.16811E-09,3.25489E-09,3.16811E-09
6.05500E-08,3.47971E-07,4.08486E-07,3.47971E-07,3.48000E-08,1.69162E-07,2.03903E-07,1.69162E-07,1.82400E-08,8.45781E-08,1.02826E-07,8.45781E-08,1.01400E-08,4.43249E-08,5.44241E-08,4.43249E-08,7.35000E-09,3.34526E-08,4.07287E-08,3.34526E-08,5.91000E-09,2.63986E-08,3.22715E-08,2.63986E-08,5.10000E-09,1.91505E-08,2.41654E-08,1.91505E-08,4.56000E-09,1.32613E-08,1.77567E-08,1.32613E-08,2.31000E-09,1.06080E-08,1.28696E-08,1.06080E-08,7.81789E-10,8.02871E-09,8.81041E-09,8.02871E-09,5.90334E-10,6.90573E-09,7.49640E-09,6.90573E-09,3.69908E-10,6.21905E-09,6.58972E-09,6.21905E-09,6.01670E-10,4.99360E-09,5.59486E-09,4.99360E-09,2.22537E-10,4.39356E-09,4.61649E-09,4.39356E-09,-1.81788E-10,3.94352E-09,3.76184E-09,3.76184E-09,-1.17549E-10,3.60969E-09,3.49346E-09,3.49346E-09,-1.81788E-10,3.50299E-09,3.32151E-09,3.32151E-09,-1.99422E-10,3.46179E-09,3.26251E-09,3.26251E-09
5.36100E-08,3.57031E-07,4.10622E-07,3.57031E-07,2.23800E-08,1.78286E-07,2.00655E-07,1.78286E-07,1.32000E-08,9.30558E-08,1.06221E-07,9.30558E-08,7.26000E-09,4.91786E-08,5.63555E-08,4.91786E-08,3.21000E-09,3.75944E-08,4.07580E-08,3.75944E-08,1.23000E-09,3.04757E-08,3.16862E-08,3.04757E-08,4.20000E-10,2.30334E-08,2.34046E-08,2.30334E-08,-1.47000E-09,1.85680E-08,1.70251E-08,1.70251E-08,-1.47000E-09,1.29377E-08,1.14064E-08,1.14064E-08,-1.27006E-09,1.04754E-08,9.20378E-09,9.20378E-09,-1.65927E-09,9.28479E-09,7.62520E-09,7.62520E-09,-6.23899E-10,7.39063E-09,6.76801E-09,6.76801E-09,-5.96189E-10,6.55711E-09,5.96095E-09,5.96095E-09,-9.63985E-10,6.02890E-09,5.06507E-09,5.06507E-09,-1.21842E-09,5.41195E-09,4.19202E-09,4.19202E-09,-8.38027E-10,4.51821E-09,3.68063E-09,3.68063E-09,-6.64206E-10,4.15586E-09,3.49219E-09,3.49219E-09,-5.99967E-10,3.93401E-09,3.33547E-09,3.33547E-09
-3.73800E-08,4.50869E-07,4.13461E-07,4.13461E-07,-1.91100E-08,2.23523E-07,2.04342E-07,2.04342E-07,-1.54200E-08,1.20884E-07,1.05343E-07,1.05343E-07,-1.28100E-08,6.67165E-08,5.38388E-08,5.38388E-08,-5.52000E-09,4.52956E-08,3.97045E-08,3.97045E-08,-4.44000E-09,3.53294E-08,3.08083E-08,3.08083E-08,-4.35000E-09,2.82754E-08,2.38143E-08,2.38143E-08,-2.46000E-09,2.07036E-08,1.81664E-08,1.81664E-08,-3.63000E-09,1.57852E-08,1.20502E-08,1.20502E-08,-1.29022E-09,1.05356E-08,9.24439E-09,9.24439E-09,-1.51946E-09,8.99428E-09,7.47356E-09,7.47356E-09,-3.70724E-10,7.02616E-09,6.65571E-09,6.65571E-09,-2.73737E-10,6.09017E-09,5.81693E-09,5.81693E-09,-5.01720E-10,5.33377E-09,4.83348E-09,4.83348E-09,-4.19848E-10,4.18544E-09,3.76565E-09,3.76565E-09,-2.56103E-10,3.78717E-09,3.53216E-09,3.53216E-09,-1.65413E-10,3.45862E-09,3.29296E-09,3.29296E-09,-1.20068E-10,3.38150E-09,3.26124E-09,3.26124E-09
2.91050E-07,4.44543E-08,3.35532E-07,4.44543E-08,1.37590E-07,2.67222E-08,1.64280E-07,2.67222E-08,6.53200E-08,1.55911E-08,8.08200E-08,1.55911E-08,3.42600E-08,9.37837E-09,4.35965E-08,9.37837E-09,2.66100E-08,7.30747E-09,3.38225E-08,7.30747E-09,2.01300E-08,6.27202E-09,2.63895E-08,6.27202E-09,1.51800E-08,5.56014E-09,2.06830E-08,5.56014E-09,1.05000E-08,4.84827E-09,1.52985E-08,4.84827E-09,7.08000E-09,4.20111E-09,1.12309E-08,4.20111E-09,5.86041E-09,3.80935E-09,9.67013E-09,3.80935E-09,4.78347E-09,3.50722E-09,8.29013E-09,3.50722E-09,3.55538E-09,3.68470E-09,7.24134E-09,3.68470E-09,3.10193E-09,3.49137E-09,6.59353E-09,3.49137E-09,2.95960E-09,3.30227E-09,6.26297E-09,3.30227E-09,2.46207E-09,3.24628E-09,5.70970E-09,3.24628E-09,2.09049E-09,3.33396E-09,5.42482E-09,3.33396E-09,1.38135E-09,3.16705E-09,4.54923E-09,3.16705E-09,1.18611E-09,3.16071E-09,4.34810E-09,3.16071E-09
1.95000E-08,3.19173E-07,3.38575E-07,3.19173E-07,6.54000E-09,1.61719E-07,1.68172E-07,1.61719E-07,4.29000E-09,8.23777E-08,8.66142E-08,8.23777E-08,2.40000E-09,4.34836E-08,4.58206E-08,4.34836E-08,2.58000E-09,3.33232E-08,3.58124E-08,3.33232E-08,2.13000E-09,2.52985E-08,2.73552E-08,2.52985E-08,1.77000E-09,1.88269E-08,2.05660E-08,1.88269E-08,1.95000E-09,1.31319E-08,1.50644E-08,1.31319E-08,5.10000E-10,1.01550E-08,1.06163E-08,1.01550E-08,1.19241E-09,7.96955E-09,9.16254E-09,7.96955E-09,1.34860E-09,6.72191E-09,8.07060E-09,6.72191E-09,1.15211E-09,5.92959E-09,7.08272E-09,5.92959E-09,1.56777E-09,5.04114E-09,6.60876E-09,5.04114E-09,1.75670E-09,4.28157E-09,6.03836E-09,4.28157E-09,1.86377E-09,3.85161E-09,5.71541E-09,3.85161E-09,1.21005E-09,3.68364E-09,4.89439E-09,3.68364E-09,8.90113E-10,3.50088E-09,4.39188E-09,3.50088E-09,7.57857E-10,3.51039E-09,4.26879E-09,3.51039E-09
1.17610E-07,2.17440E-07,3.34976E-07,2.17440E-07,5.06400E-08,1.14994E-07,1.65568E-07,1.14994E-07,2.25600E-08,6.13451E-08,8.38049E-08,6.13451E-08,1.25700E-08,3.48117E-08,4.73716E-08,3.48117E-08,8.34000E-09,2.62045E-08,3.44370E-08,2.62045E-08,8.07000E-09,1.96682E-08,2.77063E-08,1.96682E-08,6.36000E-09,1.49439E-08,2.12098E-08,1.49439E-08,5.10000E-09,1.06080E-08,1.56497E-08,1.06080E-08,2.31000E-09,8.92536E-09,1.11723E-08,8.92536E-09,2.30336E-09,7.10962E-09,9.41253E-09,7.10962E-09,1.82472E-09,6.43351E-09,8.25904E-09,6.43351E-09,1.54383E-09,5.86832E-09,7.41328E-09,5.86832E-09,1.94438E-09,4.70203E-09,6.64619E-09,4.70203E-09,2.05396E-09,4.09564E-09,6.15066E-09,4.09564E-09,2.08293E-09,3.81147E-09,5.89433E-09,3.81147E-09,1.66727E-09,3.64455E-09,5.31188E-09,3.64455E-09,1.28310E-09,3.45545E-09,4.73894E-09,3.45545E-09,6.02929E-10,3.44172E-09,4.04482E-09,3.44172E-09
2.14820E-07,1.15965E-07,3.30762E-07,1.15965E-07,1.02760E-07,5.85623E-08,1.61266E-07,5.85623E-08,5.05500E-08,3.21583E-08,8.26929E-08,3.21583E-08,2.59800E-08,1.81797E-08,4.40648E-08,1.81797E-08,2.19300E-08,1.18376E-08,3.37639E-08,1.18376E-08,1.68900E-08,9.63724E-09,2.65358E-08,9.63724E-09,1.35600E-08,7.30747E-09,2.08001E-08,7.30747E-09,9.15000E-09,6.20730E-09,1.53278E-08,6.20730E-09,6.00000E-09,5.30128E-09,1.12894E-08,5.30128E-09,5.14749E-09,4.62069E-09,9.76847E-09,4.62069E-09,4.13982E-09,4.01853E-09,8.15879E-09,4.01853E-09,3.32362E-09,3.77660E-09,7.10111E-09,3.77660E-09,3.11201E-09,3.72484E-09,6.83654E-09,3.72484E-09,2.65352E-09,3.60018E-09,6.25345E-09,3.60018E-09,2.35878E-09,3.47658E-09,5.83533E-09,3.47658E-09,1.99224E-09,3.38362E-09,5.37660E-09,3.38362E-09,1.27932E-09,3.35404E-09,4.63299E-09,3.35404E-09,1.07527E-09,3.32551E-09,4.40140E-09,3.32551E-09
